Offset;English;German;Type
32376;Moldering Jhana Mace;Vermoderter Jhanahammer;Monster Component
32388;Homunculus Hide;Homunkulushaut;Monster Component
32400;Homunculus Talon;Homunkuluskralle;Monster Component
32412;Homunculus Horn;Homunkulushorn;Monster Component
32424;Tanned Homunculus Hide;Gegerbte Homunkulushaut;Monster Component
32436;Sharp Homunculus Horn;Spitzes Homunkulushorn;Monster Component
32448;Soft Homunculus Hide;Weiche Homunkulushaut;Monster Component
32460;Hypnos Fragment;Hypnosfragment;Monster Component
32472;Raginos Fragment;Raginosfragment;Monster Component
32484;Glagonos Fragment;Glagonosfragment;Monster Component
32496;Raptor Scale;Raptorschuppe;Monster Component
32508;Raptor Horn;Raptorhorn;Monster Component
32520;Raptor Carapace;Raptorpanzer;Monster Component
32532;Raptor Hide;Raptorhaut;Monster Component
32544;Inverted Raptor Talon;Verdrehte Raptorkralle;Monster Component
32556;Bristly Raptor Scale;Borstige Raptorschuppe;Monster Component
32568;Thick Raptor Carapace;Dicker Raptorpanzer;Monster Component
32580;Bulky Wild Raptor Hide;Dicke Wilde Raptorhaut;Monster Component
32592;Coiled Bullfighter Horn;Gewundenes Stierkämpferhorn;Monster Component
32604;Pointed King Raptor Fang;Scharfer Königsraptorreißzahn;Monster Component
32616;Fenris Horn;Fenrirhorn;Monster Component
32628;Fenris Fang;Fenrirreißzahn;Monster Component
32640;Fenris Mane;Fenrirmähne;Monster Component
32652;Fenris Rawhide;Fenrirbalg;Monster Component
32664;Pointed Fenris Tail;Spitzer Fenrirschwanz;Monster Component
32676;Evil Fenris Eye;Fenrirs Böser Blick;Monster Component
32688;Purple Divain Rawhide;Purpurner Divainbalg;Monster Component
32700;Sharo Flauros Talon;Scharfe Flauroskralle;Monster Component
32712;Bristly VÃ¡nargand Mane;Struppige Vanargandmähne;Monster Component
32724;Sharp Greater Flauros Fang;Scharfer Riesenflaurosreißzahn;Monster Component
32736;Chimera Husk;Schimärenhülle;Monster Component
32748;Chimera Scale;Schimärenschuppe;Monster Component
32760;Chimera Carapace;Schimärenpanzer;Monster Component
32772;Large Chimera Scale;Große Schimärenschuppe;Monster Component
32784;Inverted Chimera Scale;Verdrehte Schimärenschuppe;Monster Component
32796;Spiky Chimera Tail;Spitzer Schimärenschwanz;Monster Component
32808;Enormous Chimera Scale;Riesige Schimärenschuppe;Monster Component
32820;Tough Misericorde Scale;Harte Misericordeschuppe;Monster Component
32832;Rockgrater Tail;Felsschaberschwanz;Monster Component
32844;Bristly King Chimera Limb;Borstiger Königsschimärenarm;Monster Component
32856;Grand Rockgrater Tail;Riesenfelsschaberschwanz;Monster Component
32868;Hydra Scale;Hydraschuppe;Monster Component
32880;Hydra Leg;Hydrabein;Monster Component
32892;Hydra Neck;Hydrahals;Monster Component
32904;Hydra Bristle;Hydraborsten;Monster Component
32916;Hydra Fin;Hydraflosse;Monster Component
32928;Hydra Beak;Hydraschnabel;Monster Component
32940;Empty Hydra Shell;Leere Hydraschale;Monster Component
32952;Irregular Torpedo Scale;Unregelmäßige Torpedoschuppe;Monster Component
32964;Bune Fin;Buneflosse;Monster Component
32976;Imp Talon;Wichtelkralle;Monster Component
32988;Imp Fang;Wichtelreißzahn;Monster Component
33000;Imp Fur;Wichtelfell;Monster Component
33012;Imp Tail;Wichtelschwanz;Monster Component
33024;Imp Whiskers;Wichtelschnurrhaar;Monster Component
33036;Imp Scale Hide;Wichtelschuppenhaut;Monster Component
33048;Tanned Imp Hide;Gegerbte Wichtelhaut;Monster Component
33060;Curled Quien Fur;Lockiges Quienfell;Monster Component
33072;Large Donda Talon;Große Dondakralle;Monster Component
33084;Large Dondada Talon;Große Dondadakralle;Monster Component
33096;Vile Lizard Scale;Abscheuliche Echsenschuppe;Monster Component
33108;Vile Lizard Talon;Abscheuliche Echsenkralle;Monster Component
33120;Vile Lizard tail;Abscheuliche Echsenschwanz;Monster Component
33132;Vile Lizard Pouch;Abscheuliche Echsenbackentasche;Monster Component
33144;Coiled Vile Lizard Scale;Gewundene Abscheuliche Echsenschuppe;Monster Component
33156;Vile Lizard Mane;Abscheuliche Echsenmähne;Monster Component
33168;Inverted Vile Lizard Scale;Verdrehte Abscheuliche Echsenschuppe;Monster Component
33180;Soft Basilisk Hide;Weiche Basiliskenhaut;Monster Component
33192;Nidhogg Femur;Nidhoggoberschenkel;Monster Component
33204;Azhdaha Scale;Azhdaha schuppe;Monster Component
33216;Azhdaha Fang;Azhdahareißzahn;Monster Component
33228;Tanned Azhdaha Hide;Gegerbte Azhdahahaut;Monster Component
33240;Azhdaha Talon;Azhdahakralle;Monster Component
33252;Azhdaha Tail;Azhdahaschwanz;Monster Component
33264;Azhdaha Patagium;Azhdahaflughaut;Monster Component
33276;Retral Feral Fang Scale;Wilde Reißzahnrückenschuppe;Monster Component
33288;Shapr Azhdaha Fang;Scharfer Azhdahareißzahn;Monster Component
33300;Large Weredragon Talon;Große Werdrachenkralle;Monster Component
33312;Scaly Great Azhdaha Hide;Schuppige Riesenazhdahahaut;Monster Component
33324;Demon Scale;Dämonenschuppe;Monster Component
33336;Demon Fang;Dämonenreißzahn;Monster Component
33348;Tanned Demon Hide;Gegerbte Dämonenhaut;Monster Component
33360;Demon Patagium;Dämonenflughaut;Monster Component
33372;Demon Bone;Dämonenknochen;Monster Component
33384;Demon Mane;Dämonenmähne;Monster Component
33396;Thick Demon Mane;Dicke Dämonenmähne;Monster Component
33408;Demon King Eye;Dämonenkönigsauge;Monster Component
33420;Greater Demon Tail;Riesendämonenschwanz;Monster Component
33432;Manticore Husk;Mantikorhülle;Monster Component
33444;Manticore Talon;Mantikorkralle;Monster Component
33456;Manticore Carapace;Mantikorpanzer;Monster Component
33468;Manticore Head;Mantikorkopf;Monster Component
33480;Thin Manticore Mane;Dünne Mantikormähne;Monster Component
33492;Manticore Sharp Manticore Leg;Scharfes Mantikorbein;Monster Component
33504;Tough Manticore Husk;Harte Mantikorhülle;Monster Component
33516;Poison Nussknacker Needle;Giftige Nussknackernadel;Monster Component
33528;Poison Deathclaw Talon;Giftige Todesklauenkralle;Monster Component
33540;Crab Husk;Krabbenhülle;Monster Component
33552;Crab Talon;Krabbenkralle;Monster Component
33564;Crab Carapace;Krabbenpanzer;Monster Component
33576;Crab Leg;Krabbenbein;Monster Component
33588;Crab Fluid;Krabbensekret;Monster Component
33600;Striped Crab Shell;Gestreifte Krabbenschale;Monster Component
33612;Tough Crab Claw;Harte Krabbenschere;Monster Component
33624;Tough Rockshell Shell;Harte Felspanzerschale;Monster Component
33636;Armorshell Foam Sac;Harnischmuschelschaumbeutel;Monster Component
33648;Sharp Giant Crab Claw;Scharfe Riesenkrabbenschere;Monster Component
33660;Sharp Giant Armorshell Claw;Scharfe Riesenharnischmuschelschere;Monster Component
33672;Grand Spider Husk;Riesenspinnenhülle;Monster Component
33684;Grand Spider Horn;Riesenspinnenhorn;Monster Component
33696;Grand Spider Carapace;Riesenspinnenpanzer;Monster Component
33708;Sharp Grand Spider Talon;Scharfe Riesenspinnenkralle;Monster Component
33720;Grand Spider Scalp;Riesenspinnenkopfhaut;Monster Component
33732;Grand Spider Fluid;Riesenspinnensekret;Monster Component
33744;Spider Silk;Spinnenseide;Monster Component
33756;Grand Spider Eyes;Riesenspinnenaugen;Monster Component
33768;Arachnid Silk;Arachnidenseide;Monster Component
33780;Large Giant Spider Talon;Große Gigantulakralle;Monster Component
33792;Landworm Husk;Landwurmhülle;Monster Component
33804;Landworm Talojn;Landwurmkralle;Monster Component
33816;Landworm Carapace;Landwurmpanzer;Monster Component
33828;Spiny Landworm Leg;Stacheliges Landwurmbein;Monster Component
33840;Retral Landworm Husk;Landwurmrückenhülle;Monster Component
33852;Sharp Landworm Fang;Scharfer Landwurmreißzahn;Monster Component
33864;Landworm Fluid;Landwurmsekret;Monster Component
33876;Pest Toxin;Pestgift;Monster Component
33888;Tough Killer Insect Husk;Harte Killerinsektenhülle;Monster Component
33900;Deadly SS Pest Bacteria;Tödliche Killerpestbakterien;Monster Component
33912;Grand Beetle Husk;Riesenkäferhülle;Monster Component
33924;Grand Beetle Talon;Riesenkäferkralle;Monster Component
33936;Grand Beetle Barb;Riesenkäferstachel;Monster Component
33948;Large Grand Beetle Talon;Große Riesenkäferkralle;Monster Component
33960;Retral Grand Beetle Husk;Riesenkäferrückenhülle;Monster Component
33972;Large Grand Beetle Barb;Großer Riesenkäferstachel;Monster Component
33984;Grand Beetle Fluid;Riesenkäfersekret;Monster Component
33996;Millilegs Fluid;Hundertfüßlersekret;Monster Component
34008;Inverted Terrapest Barb;Verdrehter Erdpeststachel;Monster Component
34020;Leap Frog Talon;Springfroschkralle;Monster Component
34032;Leap Frog Rawhide;Springfroschbalg;Monster Component
34044;Leap Frog Fluid;Springfroschsekret;Monster Component
34056;Leap Frog Membrane;Springfroschmembran;Monster Component
34068;Leap Frog Oil;Springfroschöl;Monster Component
34080;Leap Frog Fin;Springfroschflosse;Monster Component
34092;Glutton Pouch;Vielfraßmagen;Monster Component
34104;Leap Frog Blood;Springfroschblut;Monster Component
34116;Abaddon Egg;Abaddonei;Monster Component
34128;Oarfish Rawhide;Ruderfischbalg;Monster Component
34140;Oarfish Oil;Ruderfischöl;Monster Component
34152;Oarfish Tentacle;Ruderfischtentakel;Monster Component
34164;Oarfish Feather;Ruderfischfeder;Monster Component
34176;Thin Oarfish Wing;Dünner Ruderfischflügel;Monster Component
34188;Oarfish Fin;Ruderfischflosse;Monster Component
34200;Concealed Oarfish Limb;Verborgene Ruderfischgliedmaße;Monster Component
34212;Retral Larva Scale;Lavarückenschuppe;Monster Component
34224;Thin Aspara Wing;Dünner Apsaraflügel;Monster Component
34236;Butterfly Wing;Schmetterlingsflügel;Monster Component
34248;Butterfly Rawhide;Schmetterlingsbalg;Monster Component
34260;Butterfly Dust;Schmetterlingsstaub;Monster Component
34272;Butterfly Antennae;Schmetterlingsfühler;Monster Component
34284;Butterfly Eyes;Schmetterlingsaugen;Monster Component
34296;Butterfly Liver;Schmetterlingsleber;Monster Component
34308;Sharp Papillon Talon;Scharfe Falterkralle;Monster Component
34320;Sharp Nymphalidae Quill;Spitzer Edelfalterstachel;Monster Component
34332;Moth Eyes;Mottenaugen;Monster Component
34344;Coarse Papillon Hide;Raue Falterhaut;Monster Component
34356;Thin Nympalidae Wing;Dünner Edelfalterflügel;Monster Component
34368;Echidnamoth Scalp;Schlangenmottenkopfhaut;Monster Component
34380;Amoeba Rawhide;Amöbenbalg;Monster Component
34392;Amoeba Fang;Amöbenreißzahn;Monster Component
34404;Amoeba Eyes;Amöbenaugen;Monster Component
34416;Amoeba Antennae;Amöbenfühler;Monster Component
34428;Amoeba Fluid;Amöbensekret;Monster Component
34440;Amoeba Membrane;Amöbenmembran;Monster Component
34452;Thin Amoeba Hide;Dünne Amöbenhaut;Monster Component
34464;Dagon Antennae;Dagonfühler;Monster Component
34476;Evil Charybdis Eye;Charybdis' Böser Blick;Monster Component
34488;large Giant Amoeba Fang;Großer Riesenamöbenreißzahn;Monster Component
34500;Fly Needle;Fliegenstachel;Monster Component
34512;Fly Husk;Fliegenhülle;Monster Component
34524;Thin Fly Wing;Dünner Fliegenflügel;Monster Component
34536;Fly Feather;Fliegenfeder;Monster Component
34548;Fly Fluid;Fliegensekret;Monster Component
34560;Fly Scale Hide;Fliegenschuppenhaut;Monster Component
34572;Poison Rosefly Needle;Vergifteter Rosenfliegenstachel;Monster Component
34584;Shellfly Scalp;Panzerfliegenkopfhaut;Monster Component
34596;Anthophilum Needle;Anthophilastachel;Monster Component
34608;Giant Shellfly Scalp;Riesenpanzerfliegenkopfhaut;Monster Component
34620;Vulture Fur;Aasgeierfell;Monster Component
34632;Vulture Rawhide;Aasgeierbalg;Monster Component
34644;Vulture Wing;Aasgeierflügel;Monster Component
34656;Tanned Vulture Hide;Gegerbte Aasgeierhaut;Monster Component
34668;Vulture Underbelly Fur;Gegerbtes Aasgeierunterbauchfell;Monster Component
34680;Sharp Vulture Beak;Scharfer Aasgeierschanbel;Monster Component
34692;Skull Scavanger Cranium;Schädel-Aasfresserhirnkapsel;Monster Component
34704;Retral Vulture Fur;Aasgeierrückenfell;Monster Component
34716;Sharp Hraesvelg Fang;Scharfer Hraesvelgreißzahn;Monster Component
34728;Wyvern Scale;Lindwurmschuppe;Monster Component
34740;Wyvern Talon;Lindwurmkralle;Monster Component
34752;Wyvern Wing;Lindwurmflügel;Monster Component
34764;Wyvern Bone;Lindwurmknochen;Monster Component
34776;Wyvern Beak;Lindwurmschnabel;Monster Component
34788;Aerodynamic Wyvern Wing;Aerodynamischer Lindwurmflügel;Monster Component
34800;Wyvern Eye;Lindwurmauge;Monster Component
34812;Soft Aeroniten Wing;Weicher Aeronitenflügel;Monster Component
34824;Diatryma Skull;Diatrymaschädel;Monster Component
34836;Spiritlord Scale;Seelenlordschuppe;Monster Component
34848;Spiritlord Fur;Seelenlordfell;Monster Component
34860;Spiritlord Beak;Seelenlordschnabel;Monster Component
34872;Spiritlord Wing;Seelenlordflügel;Monster Component
34884;Large Spiritlord Beak;Großer Seelenlordschnabel;Monster Component
34896;Sharp Spiritlord Tail;Spitzer Seelenlordschwanz;Monster Component
34908;Blackwing Wing;Dunkelschwingenflügel;Monster Component
34920;Concealed Spiritlord Horn;Verborgenes Seelenlordhorn;Monster Component
34932;Glasya Labolas Larynx;Glasya Labolas-Kehlkopf;Monster Component
34944;Anthrovore Fragment;Fleischfresserfragment;Monster Component
34956;Anthrovore Branch;Fleischfresserast;Monster Component
34968;Anthrovore Moss;Fleischfressermoos;Monster Component
34980;Large Anthrovore Arm;Großer Fleischfresserarm;Monster Component
34992;Anthrovore Mane;Fleischfressermähne;Monster Component
35004;Anthrovore Trunk;Fleischfresserstamm;Monster Component
35016;Vile Plant Timber;Holz einer Abscheulichen Pflanze;Monster Component
35028;Anthrovore Bulb;Fleischfresserknolle;Monster Component
35040;Medicinal Mandragora Seedling;Heilender Mandragorasamen;Monster Component
35052;Treant Fragment;Treantfragment;Monster Component
35064;Treant Branch;Treantast;Monster Component
35076;Treant Moss;Treantmoos;Monster Component
35088;Treant Leg;Treantbein;Monster Component
35100;Thick Treant Branch;Dicker Treantast;Monster Component
35112;Large Treant Splinter;Großer Treantsplitter;Monster Component
35124;Vicious Plant Timber;Bösartige Pflanzenholz;Monster Component
35136;Feralwood Timber;Wildbaumholz;Monster Component
35148;Spiritwood Timber;Seelenbaumholz;Monster Component
35160;Godwood Timber;Götterbaumholz;Monster Component
35172;Oculus Bristle;Augapfelborste;Monster Component
35184;Oculus Tissue;Götzenfragment;Monster Component
35196;Oculus Membrane;Augapfelmembran;Monster Component
35208;Oculus Tooth;Götzenfragment;Monster Component
35220;Evil Eye Cornea;Böse Augenhornhaut;Monster Component
35232;Manhunter Cornea;Menschenjägerhornhaut;Monster Component
35244;Death Cornea;Todeshornhaut;Monster Component
35256;Dragon Scale;Drachenschuppe;Monster Component
35268;Dragon Talon;Drachenkralle;Monster Component
35280;Large Dragon Bone;Großer Drachenknochen;Monster Component
35292;Large Dragon Wing;Großer Drachenflügel;Monster Component
35304;Inverted Dragon Scale;Verdrehte Drachenschuppe;Monster Component
35316;Bristly Dragon Mane;Struppige Drachenmähne;Monster Component
35328;Dragon Liver;Drachenleber;Monster Component
35340;Abelisk Talon;Abeliskenkralle;Monster Component
35352;Tough Brynhidlr Husk;Harte Brünnhildehülle;Monster Component
35364;Large Dragon Scale;Große Drachenschuppe;Monster Component
35376;Abelisk Sternum;Abeliskenbrustbein;Monster Component
35388;Divine Brynhildr Wing;Göttlicher Glorreicher Brünnhildeflügel;Monster Component
35400;Colossus Bone;Kolossusknochen;Monster Component
35412;Colossus Rawhide;Kolossusbalg;Monster Component
35424;Retral Colossus Shell;Kolossusrückenschale;Monster Component
35436;Tanned Colossus Hide;Gegerbte Kolossushaut;Monster Component
35448;Colossus Skull;Kolossusschädel;Monster Component
35460;Large Colossus Bristle;Große Kolossusborste;Monster Component
35472;Ruined Colossus Axe;Kaputte Kolossusaxt;Monster Component
35484;Rotting Colossus Armor;Verrottete Kolossusrüstung;Monster Component
35496;Battered Colossus Helm;Ramponierter Kolossushelm;Monster Component
35508;Ablic Hide;Albikhaut;Monster Component
35520;Tanned Ablic Hide;Gegerbte Albikhaut;Monster Component
35532;Circular Ablic Hide;Runde Albikhaut;Monster Component
35544;Large Ablic Ear;Großes Albikohr;Monster Component
35556;Ablic Liver;Albikleber;Monster Component
35568;Phantom Talon;Phantomkralle;Monster Component
35580;Phantom Wing;Phantomschwinge;Monster Component
35592;Phantom Tail;Phantomschwanz;Monster Component
35604;Phantom Husk;Phantomhülle;Monster Component
35616;Thin Phantom Wing;Dünne Phantomschwinge;Monster Component
35628;Tough Phantom Husk;Harte Phantomhülle;Monster Component
35640;Harpylia's Hide;Harpyliahaut;Monster Component
35652;Anima's Skin;Animahaut;Monster Component
35664;Remnant Fragment;Artefaktfragment;Other
35676;Clay Dinosaur Idol;Tonsauriergötze;Other
35688;Remnant Fragment;Artefaktfragment;Other
35700;Stone Orb;Steinkugel;Other
35712;Remnant Fragment;Artefaktfragment;Other
35724;Crystal Skull;Kristallschädel;Other
35736;Nether Splinter;Höllensplitter;Other
35748;Nether Scroll;Höllenspruchrolle;Other
35760;Idol Fragment;Götzenfragment;Other
35772;Evil Charm of Fire;Böses Feueramulett;Other
35784;Idol Fragment;Unknown 8BC8;Other
35796;Evil Charm of Water;Böses Wasseramulett;Other
35808;Idol Fragment;Unknown 8BE0;Other
35820;Evil Charm of Lightning;Böses Blitzamulett;Other
35832;Twilight of the Gods;Götterdämmerung;Other
35844;Heart of Loyalty;Herz der Treue;Other
35856;Heart of Loyalty;Herz der Treue;Other
35868;Heart of Loyalty;Herz der Treue;Other
35880;Heart of Loyalty;Herz der Treue;Other
35892;Heart of Loyalty;Herz der Treue;Other
35904;Heart of Loyalty;Herz der Treue;Other
35916;Heart of Loyalty;Herz der Treue;Other
35928;Slayer Stone;Mörderstein;Special Item
35940;Stone of Marshall;Gebrochener Kelch;Special Item
35952;Godstone of Love;Götterstein der Liebe;Special Item
35964;Moss-Covered Key;Traumgrenze;Special Item
35976;Melphina Certificate of Gratitude;Melphina-Zertifikat der Dankbarkeit;Special Item
35988;Plateau Key;Plateau-Schlüssel;Special Item
36000;Breath of the Omnipotent;Atem des Allmächtigen;Special Item
36012;Sword of Remembrance;Schwert der Erinnerung;Special Item
36024;Staff of Remembrance;Stab der Erinnerung;Special Item
36036;Bandana of Remembrance;Bandana der Erinnerung;Special Item
36048;Book of Remembrance;Buch der Erinnerung;Special Item
36060;Letter of Remembrance;Brief der Erinnerung;Special Item
36072;Belt of Remembrance;Gürtel der Erinnerung;Special Item
36084;Boots of Remembrance;Stiefel der Erinnerung;Special Item
36096;Shield of Remembrance;Schild der Erinnerung;Special Item
36108;Visuminsumos;Visusblüten;Special Item
36120;Robelia Ruins Key;Schlüssel zu den Robelia-Ruinen;Special Item
36132;Shend Salia;Shend Salia;Special Item
36144;White Flower Seed;Weißblumensamen;Special Item
36156;Aen Salia;Aen Salia;Special Item
36168;First Treasure;Erster Schatz;Special Item
36180;Second Treasure;Zweiter Schatz;Special Item
36192;Third Treasure;Dritter Schatz;Special Item
36204;Fourth Treasure;Vierter Schatz;Special Item
36216;Fifth Treasure;Fünfter Schatz;Special Item
36228;Sixth Treasure;Sechster Schatz;Special Item
36240;Picture of the Second Brigade;Bild der Zweiten Brigade;Special Item
36252;Aes Salia;Aes Salia;Special Item
36264;Snowflake;Schneeflocke;Special Item
36276;Tarnished Earring;Angelaufener Ohrring;Special Item
36288;Mojcado Key;Mojcado-Schlüssel;Special Item
36300;Ves Salia;Ves Salia;Special Item
36312;Bloodsoaked Sword;Blutgetränktes Schwert;Special Item
36324;Vys Salia;Vys Salia;Special Item
36336;Mano Salia;Mano Salia;Special Item
36348;Manryn Salia;Manryn Salia;Special Item
36360;Tak Salia;Tak Salia;Special Item
36372;Tablet;Tafel;Special Item
36384;Opheila's Sword;Opheilas Schwert;Special Item
36396;Blazing Key;Flammen-Schlüssel;Special Item
36408;Manoryll Salia;Manoryll Salia;Special Item
36420;Pivasalia;Pvasalia;Special Item
36432;Scribbled Note;Gekritzelte Nachricht;Special Item
36444;Godstone of Souls;Götterstein der Seelen;Special Item
36456;Royotian Wine;Royotianischer Wein;Special Item
36468;Godstone of Wisdom;Götterstein der Weisheit;Special Item
36480;Ancient Scabbard;Uralte Schwertscheide;Special Item
36492;Ring of Morning Calm;Ring der Morgenruhe;Special Item
36504;Map of Memories;Karte der Erinnerungen;Special Item
36516;Irised Stone;Regenbogenstein;Special Item
36528;Animaquies;Animaquien;Special Item
36540;Cracked Chalice;Gebrochener Kelch;Special Item
36552;Letter from Home;Brief aus der Heimat;Special Item
36564;Dreams' Edge;Traumgrenze;Special Item
36576;Secret Letter;Geheimer Brief;Special Item
36588;Honor of Oath;Ehrenwort;Special Item
36600;Spear of Origin;Speer der Herkunft;Special Item
36612;Unknown 8F04;Unknown 8F04;Special Item
36624;Unknown 8F10;Unknown 8F10;Special Item
36636;Honor of Determination;Ehre der Entscheidung;Special Item
36648;Unknown 8F28;Unknown 8F28;Special Item
36660;Academy Visistone 1;Akademie-Visistein 1;Special Item
36672;Academy Visistone 2;Akademie-Visistein 2;Special Item
36684;Academy Visistone 3;Akademie-Visistein 3;Special Item
36696;Academy Visistone 4;Akademie-Visistein 4;Special Item
36708;Academy Visistone 5;Akademie-Visistein 5;Special Item
36720;Academy Visistone 6;Akademie-Visistein 6;Special Item
36732;Academy Visistone 7;Akademie-Visistein 7;Special Item
36744;Academy Visistone 8;Akademie-Visistein 8;Special Item
36756;Academy Visistone 9;Akademie-Visistein 9;Special Item
36768;Academy Visistone 10;Akademie-Visistein 10;Special Item
36780;Academy Visistone 11;Akademie-Visistein 11;Special Item
36792;Academy Visistone 12;Akademie-Visistein 12;Special Item
36804;Academy Visistone 13;Akademie-Visistein 13;Special Item
36816;Academy Visistone 14;Akademie-Visistein 14;Special Item
36828;Academy Visistone 15;Akademie-Visistein 15;Special Item
36840;Academy Visistone 16;Akademie-Visistein 16;Special Item
36852;Academy Visistone 17;Akademie-Visistein 17;Special Item
36864;Academy Visistone 18;Akademie-Visistein 18;Special Item
36876;Academy Visistone 19;Akademie-Visistein 19;Special Item
36888;Academy Visistone 20;Akademie-Visistein 20;Special Item
36900;Academy Visistone 21;Akademie-Visistein 21;Special Item
36912;Academy Visistone 22;Akademie-Visistein 22;Special Item
36924;Academy Visistone 23;Akademie-Visistein 23;Special Item
36936;Academy Visistone 24;Akademie-Visistein 24;Special Item
36948;Academy Visistone 25;Akademie-Visistein 25;Special Item
36960;Academy Visistone 26;Akademie-Visistein 26;Special Item
36972;Academy Visistone 27;Akademie-Visistein 27;Special Item
36984;Academy Visistone 28;Akademie-Visistein 28;Special Item
36996;Academy Visistone 29;Akademie-Visistein 29;Special Item
37008;Academy Visistone 30;Akademie-Visistein 30;Special Item
37020;Academy Visistone 31;Akademie-Visistein 31;Special Item
37032;Academy Visistone 32;Akademie-Visistein 32;Special Item
37044;Academy Visistone 33;Akademie-Visistein 33;Special Item
37056;Academy Visistone 34;Akademie-Visistein 34;Special Item
37068;Academy Visistone 35;Akademie-Visistein 35;Special Item
37080;Academy Visistone 36;Akademie-Visistein 36;Special Item
37092;Academy Visistone 37;Akademie-Visistein 37;Special Item
37104;Academy Visistone 38;Akademie-Visistein 38;Special Item
37116;Academy Visistone 39;Akademie-Visistein 39;Special Item
37128;Academy Visistone 40;Akademie-Visistein 40;Special Item
37140;Academy Visistone 41;Akademie-Visistein 41;Special Item
37152;Academy Visistone 42;Akademie-Visistein 42;Special Item
37164;Academy Visistone 43;Akademie-Visistein 43;Special Item
37176;Academy Visistone 44;Akademie-Visistein 44;Special Item
37188;Academy Visistone 45;Akademie-Visistein 45;Special Item
37200;Academy Visistone 46;Akademie-Visistein 46;Special Item
37212;Academy Visistone 47;Akademie-Visistein 47;Special Item
37224;Academy Visistone 48;Akademie-Visistein 48;Special Item
37236;Academy Visistone 49;Akademie-Visistein 49;Special Item
37248;Academy Visistone 50;Akademie-Visistein 50;Special Item
37260;Dilmoor Map;Dilmoor Map;Map
37272;Darken Forest Map 1;Darken Forest Map 1;Map
37284;Darken Forest Map 2;Darken Forest Map 2;Map
37296;Fornstrand Map;Fornstrand Map;Map
37308;Heroic Ramparts Map;Heroic Ramparts Map;Map
37320;Ivory Peaks Map;Ivory Peaks Map;Map
37332;Mt Vackel Map;Mt Vackel Map;Map
37344;Crookfen Map;Crookfen Map;Map
37356;Berechevaltelle Map;Berechevaltelle Map;Map
37368;Southwestern Road Map;Southwestern Road Map;Map
37380;Great Sand Sea Map;Great Sand Sea Map;Map
37392;Lavafender Map 1;Lavafender Map 1;Map
37404;Lavafender Map 2;Lavafender Map 2;Map
37416;Vale of the Gods Map;Vale of the Gods Map;Map
37428;Cherry Pavillion Map;Cherry Pavillion Map;Map
37440;Robelia Ruins Map 1;Robelia Ruins Map 1;Map
37452;Robelia Ruins Map 2;Robelia Ruins Map 2;Map
37464;Robelia Ruins Map 3;Robelia Ruins Map 3;Map
37476;Gaslin Caves Map 1;Gaslin Caves Map 1;Map
37488;Gaslin Caves Map 2;Gaslin Caves Map 2;Map
37500;Gaslin Caves Map 3;Gaslin Caves Map 3;Map
37512;Aveclyff Map 1;Aveclyff Map 1;Map
37524;Aveclyff Map 2;Aveclyff Map 2;Map
37536;Blackdale Map 1;Blackdale Map 1;Map
37548;Blackdale Map 2;Blackdale Map 2;Map
37560;Blackdale Map 3;Blackdale Map 3;Map
37572;The Aqueducts Map 1;The Aqueducts Map 1;Map
37584;The Aqueducts Map 2;The Aqueducts Map 2;Map
37596;The Catacombs Map 1;The Catacombs Map 1;Map
37608;The Catacombs Map 2;The Catacombs Map 2;Map
37620;Numor Mines Map 1;Numor Mines Map 1;Map
37632;Numor Mines Map 2;Numor Mines Map 2;Map
37644;Numor Mines Map 3;Numor Mines Map 3;Map
37656;Great Subterrane Map;Great Subterrane Map;Map
37668;Yvalock's Nest Map 1;Yvalock's Nest Map 1;Map
37680;Yvalock's Nest Map 2;Yvalock's Nest Map 2;Map
37692;Yvalock's Nest Map 3;Yvalock's Nest Map 3;Map
37704;First Path Map;First Path Map;Map
37716;Second Path Map;Second Path Map;Map
37728;Third Path Map;Third Path Map;Map
37740;Fourth Path Map;Fourth Path Map;Map
37752;Fifth Path Map;Fifth Path Map;Map
37764;Sixth Path Map;Sixth Path Map;Map
37776;Flaumello Tower Map 1;Flaumello Tower Map 1;Map
37788;Flaumello Tower Map 2;Flaumello Tower Map 2;Map
37800;Flaumello Tower Map 3;Flaumello Tower Map 3;Map
37812;Mojcado Castle Map 1;Mojcado Castle Map 1;Map
37824;Mojcado Castle Map 2;Mojcado Castle Map 2;Map
37836;Ancient Ruins Map 1;Ancient Ruins Map 1;Map
37848;Ancient Ruins Map 2;Ancient Ruins Map 2;Map
37860;Ancient Ruins Map 3;Ancient Ruins Map 3;Map
37872;Ancient Ruins Map 4;Ancient Ruins Map 4;Map
37884;Ancient Ruins Map 5;Ancient Ruins Map 5;Map
37896;Seventh Path Map;Seventh Path Map;Map
37908;Divine Statue;Göttliche Statue;Special Item
37920;Stone of Antimageia;Stein der Antimagie;Special Item
37932;Stone of the Imperator;Stein des Imperators;Special Item
37944;Grammi Key;Grammi-Schlüssel;Special Item
37956;Metopon Key;Metopon-Schlüssel;Special Item
37968;Choros Key;Choros-Schlüssel;Special Item
37980;Treasure of Divinity;Göttlicher Schatz;Special Item
37992;Eye of the Dragon;Auge des Drachen;Special Item
38004;Eye of the King;Auge des Königs;Special Item
38016;Eye of the Demon;Auge des Dämons;Special Item
38028;Eye of Oath;Auge des Eids;Special Item
